universidad,universidad_nombre,ccaa,tipo_fuente,codigo,nombre,acronimo,responsable,unidad,area,lineas,n_lineas,calidad_lineas,palabras_clave,descripcion,servicios,equipamiento,oferta_tecnologica,url,web,tipo_registro,extras,fichero_origen
ULE,Universidad de León,Castilla y León,extraido,392,INGENIERÍA GEOLÓGICA Y DE MATERIALES,INGEOMAT,ANA MARÍA CASTAÑÓN GARCÍA,,Ingeniería y Arquitectura,Yacimientos de minerales metálicos | Rocas y Minerales Industriales y Ornamentales | Hormigones ecoeficientes | Geofísica aplicada a la Prospección Arqueológica | Sistemas de recubrimiento sostenibles para evitar los daños en superficies vulnerables | Evitar la degradación del patrimonio ante el cambio climático con nanotecnología | Protección del patrimonio cultural e industrial mediante nanotecnología | Ingeniería Civil | Materiales | Ingeniería Geológica | Ciencias de la Atmósfera,11,declaradas,"yacimientos minerales/ore deposits, hormigón/concrete, pizarras ornamentales/roofing slates, microscopía electrónica de barrido/scanning electron microscopy; grafeno/graphene",,"Análisis de muestras con Inclusiones fluidas | Estudio de estructuras de patrimonio cultural industrial, mediante aplicación de nanomateriales para cemento y rocas","Cámara termográfica | Equipos de Laboratorio para preparar las muestras de rocas calizas, pizarras y areniscas | Equipos de tratamiento de minerales | Equipo de Inclusiones fluidas",,https://www.unileon.es/sic/ginvestigacion/detalles-grupo_pdo.php?id=3&grp=392,,grupo,"{""orcid"": ""0000-0002-3177-5111"", ""reconocimiento"": ""25/05/2017"", ""mercados_objetivo"": ""236 Fabricación de elementos de hormigón, cemento y yeso | 071 Extracción de minerales de hierro | 2361 Fabricación de elementos de hormigón para la construcción"", ""cnae"": ""236; 071; 2361""}",ULE_groups.csv
ULE,Universidad de León,Castilla y León,extraido,377,"INGENIERÍA QUÍMICA, AMBIENTAL Y BIOPROCESOS",IQUIMAB,ANTONIO MORÁN PALAO,,Ingeniería y Arquitectura,"Sistemas Bioelectroquímicos (BES) para el tratamiento de aguas residuales, purines y otros residuos (MEC y MFC) | Bioestimulantes microbianos y no microbianos (MPB y NMPB) para Agricultura Sostenible | Utilización de CO2 para la producción de combustibles sintéticos | Producción de Hidrógeno Verde y utilización en procesos industriales | Producción de biochar mediante pirólisis y su valorización agronómica | Optimización de procesos de digestión anaerobia y fermentación oscura. Aprovechamiento agronómico del digestato | Desarrollo de procesos tecnológicos sostenibles",7,declaradas,"sistemas bioelectroquímicos/bioelectrochemical systems, biogás/biogas, hidrógeno verde/green hydrogen, pirólisis/ pyrolysis, desarrollo de fertilizantes/fertilizer development, biotecnología microbiana para agricultura/microbial biotechnology for agricultura, ensayos agronómicos/agronomic testing, economía circular/circular economy",,"Tratamiento de aguas residuales y residuos | Producción y aplicación de bioestimulantes en agricultura | Evaluación de la producción de biogás | Ensayos agronómicos | Aplicación y gestión de biosólidos | Elaboración de proyectos de I+D en el campo de las tecnologías industriales, agroambientales y bioenergía","Nave de plantas piloto | Analizador de Carbono orgánico total y nitrógeno total | Analizador de distribución de tamaño de partículas (difracción) | Fitotrones | Equipos de impresión 3D (pertenece a otro grupo de investigación: uso compartido) | Equipamiento para PCR en tiempo real | Laboratorio completo de celdas electroquímicas: (potenciostatos (uAutolab III (de Metrohm y VSP de BioLogic), celdas, medida de caudal de gases, etc.) | Espectrofotómetro Vis-UV, IR | Reactores para proceso fermentativos | Cromatografía de gases | Equipo TGA-DSC",,https://www.unileon.es/sic/ginvestigacion/detalles-grupo_pdo.php?id=3&grp=377,,grupo,"{""orcid"": ""0000-0001-5915-1370"", ""reconocimiento"": ""25/05/2017"", ""mercados_objetivo"": ""7211 Investigación y desarrollo experimental en biotecnología | 3821 Tratamiento y eliminación de residuos no peligrosos | 7022 Otras actividades de consultaría de gestión empresarial | 0163 Actividades de preparación posterior a la cosecha | 3700 Recogida y tratamiento de aguas residuales | 7112 Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico"", ""cnae"": ""7211; 3821; 7022; 0163; 3700; 7112""}",ULE_groups.csv
ULE,Universidad de León,Castilla y León,extraido,396,INGENIERÍA RURAL Y DEL MEDIO AMBIENTE,INRUMA,PEDRO JOSÉ AGUADO RODRÍGUEZ,,Ingeniería y Arquitectura,Diseño y cálculo de silos agrícolas | Incendios y explosiones de polvo en industrias agroalimentarias | Simulación con elementos finitos del comportamiento de las estructuras Instalaciones de almacenamiento de biomasa | Modernización de regadíos,4,declaradas,"silos agrícolas/agricultural silos, explosiones de polvo/dust explosions, eficiencia en el riego/irrigation efficiency, calculo estructural con elementos finitos/structural analysis with finite elements",,Formación en cálculo de estructuras de hormigón y acero | Desarrollo de herramientas para el cálculo de estructuras y de silos | Análisis de problemas estructurales de silos y estructuras | Determinación de los parámetros explosivos de los materiales | Determinación del riesgo de explosión y propuesta de medidas de protección,Estación experimental para el cálculo de empujes en un silo | Estación experimental para el cálculo de presiones en explosiones de polvo en silos y depósitos | Laboratorio de cálculo de parametros mecánicos de los materiales granulares,,https://www.unileon.es/sic/ginvestigacion/detalles-grupo_pdo.php?id=3&grp=396,,grupo,"{""orcid"": ""0000-0002-9954-2461"", ""reconocimiento"": ""25/05/2017"", ""mercados_objetivo"": ""0161 Actividades de apoyo a la agricultura | 0162 Actividades de apoyo a la ganadería | 10 Industria de la alimentación | 3320 Instalación de máquinas y equipos industriales | 6621 Evaluación de riesgos y daños"", ""cnae"": ""0161; 0162; 3320; 6621""}",ULE_groups.csv
ULE,Universidad de León,Castilla y León,extraido,409,INGENIERÍA Y AGRICULTURA SOSTENIBLE,GUIAS,PEDRO ANTONIO CASQUERO LUELMO,,Ingeniería y Arquitectura,"Agricultura Sostenible | Protección de cultivos | Biocontrol | Agricultura Ecológica | Variedades locales | Aislamiento, identificación, selección y aplicación de microorganismos | Calidad y Conservación Postcosecha | Aplicación de Trichoderma en agricultura | Control de micotoxinas en agricultura | Ingeniería de Biosistemas",10,declaradas,"agricultura sostenible/sustainable agriculture, protección de cultivos/crop protection biocontrol/biocontrol, microorganismos beneficiosos/beneficial microorganisms, variedades locales/landraces, agricultura ecológica/biological agriculture, manejo de fertilizantes y pesticidas/management of fertilizers and pesticides, calidad y conservación postcosecha/quality and post-harvest conservation",,Diagnóstico de plagas y enfermedades de las plantas | Caracterización de potenciales agentes de control biológico | Análisis de expresión génica de plantas y microorganismos | Evaluación agronómica de cultivos | Evaluación dela conservación de productos vegetales,"Cámaras de cultivo con regulación de luz, temperatura y humedad / Cultivo plantas | Equipos de PCR y sistema de PCR a Tiempo Real Step One PlusTM/ Estudio expresión génica Cromatografía HPLC / Separación de componentes de una mezcla mediante diferentes tipos de interacciones químicas | Torre Potter / Micropulverización de biopesticidas Invernaderos / Cultivo plantas | Cromatografía Columna de Gel de Silice / Separación de compuestos/metabolitos en fracciones AKTA-FPLC / Cromatografía líquida para purificación de proteínas | Cámaras de conservación con control de humedad y temperatura Autoclaves, estufas, hornos, cabinas de flujo laminar de seguridad biológica Microscopio de contraste de fases, microscopio de fluorescencia | Campanas de extracción de gases, liofilizador, medidores de pH, homogeneizadores, balanzas, destiladores, roto-evaporadores, centrífugas, armario de almacenamiento de sustancias volátiles y tóxicas, congeladores de -80ºC, de -20ºC, refrigeradores y cámara fría",,https://www.unileon.es/sic/ginvestigacion/detalles-grupo_pdo.php?id=3&grp=409,,grupo,"{""orcid"": ""0000-0002-4432-9794"", ""reconocimiento"": ""25/05/2017"", ""mercados_objetivo"": ""A Agricultura, ganadería, silvicultura y pesca 012 Cultivos perennes | 0121 Cultivo de la vid 011 Cultivos no perennes | 0111 Cultivo de cereales (excepto arroz), leguminosas y semillas oleaginosas 103 Procesado y conservación de frutas y hortalizas | 0130 Propagación de plantas | 0161 Actividades de apoyo a la agricultura 024 Servicios de apoyo a la silvicultura"", ""cnae"": ""0121; 0111; 0130; 0161""}",ULE_groups.csv
ULE,Universidad de León,Castilla y León,extraido,382,INMUNOBIOLOGÍA del trasplante,TRASPLANTE,Mª LUISA DEL RÍO GONZÁLEZ,,Ciencias de la Salud,"Inmunoterapia del trasplante y cáncer | Generación de ratones y líneas celulares KO y KI mediante la tecnología Cas9/CRISPR | Bloqueo de la coestimulación y de la coinhibición para el desarrollo de biológicos en la modulación de la respuesta inmune en trasplante, autoinmunidad, alergia y cáncer",3,declaradas,"inmunoterapia/immunotherapy, trasplante/transplantation, rechazo/graft rejection, cáncer/cancer, moléculas coestimuladoras/coestimulatory molecules, coinhibitory molecules/moléculas coinhibidoras, anticuerpos monoclonales/monoclonal antibodies",,Purificación y Producción de proteínas recombinantes y anticuerpos monoclonales | Modelos preclínicos murinos de enfermedad | Generación de líneas transgénicas,"Cultivos celulares, citometría de flujo, anticuerpos monoclonales, clonaje y expresión de proteínas recombinantes en sistemas eucariotas y procariotas, modelos animales de enfermedad, vacunas recombinantes, biología molecular, inmunohistoquímica, generación de ratones y líneas celulares KO y KI mediante la tecnología Cas9/CRISPR",,https://www.unileon.es/sic/ginvestigacion/detalles-grupo_pdo.php?id=3&grp=382,,grupo,"{""orcid"": ""0000-0003-3710-2847"", ""reconocimiento"": ""25/05/2017"", ""mercados_objetivo"": ""Veterinaria | Industria farmacéutica | Investigación y desarrollo | Sector médico""}",ULE_groups.csv
ULE,Universidad de León,Castilla y León,extraido,394,INTERACCIONES GEN - AMBIENTE - SALUD,GIIGAS,VICENTE MARTÍN SÁNCHEZ,,Ciencias de la Salud,Interacciones Gen-Ambiente-Salud | Estudios epidemiológicos de enfermedades transmisibles (COVID y Gripe) | Estudios epidemiológicos de enfermedades no transmisibles (ECV y Cáncer) | Evaluación de hábitos de vida y su asociación con la salud | Bioinformática aplicada a modelos predictivos de enfermedad,5,declaradas,"cáncer/cancer, estilos de vida/lifestyles, dieta/diet, actividad física/physical activity, genes /genes, interacciones/interactions, bioinformática/bioinformatics, COVID-19/COVID-19, gripe /influenza, enfermedades cardiovasculares/cardiovascular diseases",,"Diseño y desarrollo de estudios epidemiológicos y clínicos | Servicios de control de calidad, depuración e imputación de datos en estudios epidemiológicos | Desarrollo de modelos predictivos basados en datos clínicos, epidemiológicos y -ómicos mediante bioinformática aplicada | Desarrollo de análisis de interacción y mediación para modelos causales complejos","Hardware y software para análisis estadístico, epidemiológico y bioinformático (Python, R, Stata, MPlus,…) | Equipamiento para valoraciones antropométricas | Arcón -80oCpara almacenamiento de muestras biológicas",,https://www.unileon.es/sic/ginvestigacion/detalles-grupo_pdo.php?id=3&grp=394,,grupo,"{""orcid"": ""0000-0003-0552-2804"", ""reconocimiento"": ""25/05/2017"", ""mercados_objetivo"": ""7211 Investigación y desarrollo experimental en biotecnología | 7219 Otra investigación y desarrollo experimental en ciencias naturales y técnicas | 8543 Educación universitaria | 8610 Actividades hospitalarias | 8621 Actividades de medicina general | 8622 Actividades de medicina especializada | 8690 Otras actividades sanitarias"", ""cnae"": ""7211; 7219; 8543; 8610; 8621; 8622; 8690""}",ULE_groups.csv
ULE,Universidad de León,Castilla y León,extraido,405,INVESTIGACIONES SOBRE EL TERRITORIO,INVESTER,MARÍA PAZ BENITO DEL POZO,,Ciencias Sociales y Jurídicas,Transformación de los espacios económicos | Promoción y urbanismo de parques tecnológicos e industriales | Procesos de desindustrialización y resiliencia | Desarrollo local en áreas desfavorecidas | Transformaciones urbanas | Patrimonio industrial y desarrollo territorial | Espacios turísticos y sus dinámicas,7,declaradas,"economía y territorio/economy and territory, patrimonio industrial/industrial heritage, turismo y cambios espaciales/tourism and spatial changes, urbanismo industrial/industrial urban planning, cambios demográficos/demographic changes",,Estudios de ordenación y planificación de espacios económicosDiagnósticos territoriales y estudios de impacto de parques industrialesEvaluación y reutilización del patrimonio industrialEstudios sobre actividades turísticas y su impactoAnálisis demográficos y socialesSistemas de Información GeográficaDiagnóstico y acciones de desarrollo local,"ordenadores y procesadores de datos | cámaras de fotos | impresoras, tabletas | GPS",,https://www.unileon.es/sic/ginvestigacion/detalles-grupo_pdo.php?id=3&grp=405,,grupo,"{""orcid"": ""0000-0001-5492-3677"", ""reconocimiento"": ""25/05/2017"", ""mercados_objetivo"": ""74 Otras actividades profesionales, científicas y técnicas | 7220 Investigación y desarrollo en ciencias sociales | 9103 Gestión de lugares y edificios patrimoniales | 7022 Otras actividades de consultoría"", ""cnae"": ""7220; 9103; 7022""}",ULE_groups.csv
ULE,Universidad de León,Castilla y León,extraido,476,INVESTIGACIÓN EDUCATIVA Y JUSTICIA SOCIAL,IEJS,ENRIQUE JAVIER DÍEZ GUTIÉRREZ,,Ciencias Sociales y Jurídicas,Educación Crítica | Educación Social | Memoria Histórica Democrática y Educación | Antifascismo y educación | Justicia Social | Pedagogía del decrecimiento | Educación Rural | Capitalismo digital en educación | Marxismo y anarquismo en educación social | Investigación etnográfica en educación social,10,declaradas,"educación crítica/critical education, justicia social/social justice, pedagogía antifascista/antifascist pedagogy, educación social/social education, capitalismo digital/digital capitalism, memoria histórica democrática/democratic historical memory, marxismo/marxism, anarquismo/anarchism, política educativa/education policy",,"Análisis de las tendencias educativas, sociales y políticas actuales en el campo de la educación, la sociología, la psicología social y la política educativa","Triangulación de metodologías cualitativas y cuantitativas, ligadas al Análisis Político del Discurso y la Investigación Acción Participativa",,https://www.unileon.es/sic/ginvestigacion/detalles-grupo_pdo.php?id=3&grp=476,,grupo,"{""orcid"": ""0000-0003-3399-5318"", ""reconocimiento"": ""01/01/2019"", ""mercados_objetivo"": ""531202 Servicios comunitarios, sociales e individuales | 531204 Educación | 580200 Organización y planificación de la educación | 580201 Educación de adultos | 580204 Niveles y temas de educación | 580205 Educación especial: minusválidos y deficientes mentales | 590207 Política educativa | 590215 Política social | 590300 Ideologías políticas | 590606 Conflictos sociales""}",ULE_groups.csv
ULE,Universidad de León,Castilla y León,extraido,450,"INVESTIGACIÓN EN ARCHIVOS, BIBLIOTECAS, INFORMACIÓN Y DOCUMENTACIÓN",ARBIDOC,ANDRÉS FERNÁNDEZ RAMOS,,Ciencias Sociales y Jurídicas,Alfabetización informacional | Bibliotecas digitales | Comportamiento informacional | Comunicación científica | Consumo de información | Estudios métricos de la información | Humanidades digitales | Organización del conocimiento | Organización y gestión de archivos | Servicios bibliotecarios en la web | Historia del libro antiguo y sus encuadernaciones,11,declaradas,"archivos/archives, bibliografía/bibliography, bibliotecas/libraries, centros de información/information centers, comunicación científica/scientific communication, documentación/information science, humanidades digitales/digital humanities, recuperación de información/information retrieval, recursos de información/information ressources, servicios de información/information, usabilidad y experiencia de usuario/usability and user's experience",,"Gestión de la información | Apoyo a archivos y bibliotecas en el análisis y recuperación de información | Estudios de uso de información | Análisis de servicios ofertados | Diseño de servicios y productos, etc.",Documentación | Encuestas | Entrevistas | Estadísticas | Herramientas de acceso a la información | Internet | Gestión de la información.,,https://www.unileon.es/sic/ginvestigacion/detalles-grupo_pdo.php?id=3&grp=450,,grupo,"{""orcid"": ""0000-0002-6869-602X"", ""reconocimiento"": ""25/05/2017"", ""mercados_objetivo"": ""7220 Investigación y desarrollo experimental en ciencias sociales y humanidades | 910 Actividades de bibliotecas, archivos, museos y otras actividades culturales"", ""cnae"": ""7220; 910""}",ULE_groups.csv
ULE,Universidad de León,Castilla y León,extraido,485,INVESTIGACIÓN POSTHUMANISTA EN TEMAS DE GÉNERO Y HUMANIDADES AMBIENTALES,GEHUMECO,IMELDA MARTÍN JUNQUERA,,Artes y Humanidades,Investigación ecocrítica | Investigación en estudios de género | Investigación en estudios decoloniales | Investigación en humanismo,4,declaradas,"ecofeminismo/ecofeminism, humanidades ambientales/environmental humanities, posthumanismo/posthuman, teoría decolonial/decolonial theory",,Análisis de textos multimodales | Educación sostenible,"Bibliografía | Software informático para procesamiento de textos | Internet: páginas web y redes sociales | Rastreo de información mediante consulta bibliográfica en archivos, bibliotecas y otros fondos bibliográficos | Análisis textual | Entrevistas a escritores y personas relevantes en el mundo literario",,https://www.unileon.es/sic/ginvestigacion/detalles-grupo_pdo.php?id=3&grp=485,,grupo,"{""orcid"": ""0000-0002-8099-1697"", ""reconocimiento"": ""01/01/2020"", ""mercados_objetivo"": ""5811 Edición de libros | 5814 Edición de revistas | 5819 Otras actividades editoriales | 7220 Investigación y desarrollo experimental en ciencias sociales y humanidades | 8552 Educación cultural | 851 Educación preprimaria | 8510 Educación preprimaria | 852 Educación primaria | 8520 Educación primaria | 853 Educación secundaria | 9001 Artes escénicas | 9002 Actividades auxiliares a las artes escénicas | 9003 Creación artística y literaria"", ""cnae"": ""5811; 5814; 5819; 7220; 8552; 851; 8510; 852; 8520; 853; 9001; 9002; 9003""}",ULE_groups.csv
